month,year,town,flat_type,block,street_name,address,storey_range,storey,floor_area_sqm,flat_model,lease_commence_date,lease_remaining,resale_price,distance_mrt,distance_towncentre,park,near_pop_sch,connected,period
2011-09,2011,BUKIT PANJANG,4 ROOM,121,PENDING RD,121 PENDING RD,04 TO 06,5,84,Simplified,1987,75,370000,0.8,0.8,0,0,1,2
2011-09,2011,BUKIT PANJANG,5 ROOM,121,PENDING RD,121 PENDING RD,01 TO 03,2,120,Improved,1987,75,403000,0.8,0.8,0,0,1,2
2011-09,2011,BUKIT PANJANG,4 ROOM,231,PENDING RD,231 PENDING RD,01 TO 03,2,89,Simplified,1989,77,340000,1.14,1.14,0,0,0,2
2011-09,2011,BUKIT PANJANG,3 ROOM,221,PENDING RD,221 PENDING RD,01 TO 03,2,73,Model A,1988,76,301000,1.23,1.23,0,0,0,2
2011-09,2011,BUKIT PANJANG,3 ROOM,232,PENDING RD,232 PENDING RD,10 TO 12,11,73,Model A,1987,75,326000,1.1,1.1,0,0,0,2
2011-09,2011,BUKIT PANJANG,3 ROOM,227,PENDING RD,227 PENDING RD,07 TO 09,8,73,Model A,1989,77,315000,1.03,1.03,0,0,0,2
2011-09,2011,BUKIT PANJANG,3 ROOM,206,PETIR RD,206 PETIR RD,04 TO 06,5,73,Model A,1989,77,321800,1.33,1.33,0,0,0,2
2011-09,2011,BUKIT PANJANG,3 ROOM,216,PETIR RD,216 PETIR RD,04 TO 06,5,73,Model A,1989,77,335000,1.38,1.38,0,0,0,2
2011-09,2011,BUKIT PANJANG,3 ROOM,142,PETIR RD,142 PETIR RD,04 TO 06,5,73,Model A,1988,76,332000,0.58,0.58,0,0,1,2
2011-09,2011,BUKIT PANJANG,3 ROOM,150,PETIR RD,150 PETIR RD,01 TO 03,2,73,Model A,1988,76,330000,0.46,0.46,0,0,1,2
2011-09,2011,BUKIT PANJANG,3 ROOM,139,PETIR RD,139 PETIR RD,01 TO 03,2,73,Model A,1988,76,315000,0.82,0.82,0,0,1,2
2011-09,2011,BUKIT PANJANG,5 ROOM,201,PETIR RD,201 PETIR RD,13 TO 15,14,129,Improved,1988,76,500000,1.53,1.53,0,0,0,2
2011-09,2011,BUKIT PANJANG,EXECUTIVE,144,PETIR RD,144 PETIR RD,01 TO 03,2,145,Maisonette,1988,76,535000,0.59,0.59,0,0,1,2
2011-09,2011,BUKIT PANJANG,4 ROOM,416,SAUJANA RD,416 SAUJANA RD,04 TO 06,5,104,Model A,1988,76,366000,0.97,0.97,0,0,1,2
2011-09,2011,BUKIT PANJANG,4 ROOM,416,SAUJANA RD,416 SAUJANA RD,01 TO 03,2,84,Simplified,1988,76,303366,0.97,0.97,0,0,1,2
2011-09,2011,BUKIT PANJANG,4 ROOM,466,SEGAR RD,466 SEGAR RD,13 TO 15,14,90,Premium Apartment,2002,90,400000,1.63,1.63,0,0,0,2
2011-09,2011,BUKIT PANJANG,EXECUTIVE,466,SEGAR RD,466 SEGAR RD,04 TO 06,5,130,Premium Apartment,2002,90,496000,1.63,1.63,0,0,0,2
2011-09,2011,BUKIT PANJANG,EXECUTIVE,469,SEGAR RD,469 SEGAR RD,10 TO 12,11,130,Premium Apartment,2002,90,510000,1.71,1.71,0,0,0,2
2011-09,2011,BUKIT PANJANG,4 ROOM,469,SEGAR RD,469 SEGAR RD,04 TO 06,5,95,Premium Apartment,2002,90,394000,1.71,1.71,0,0,0,2
2011-09,2011,BUKIT PANJANG,5 ROOM,470,SEGAR RD,470 SEGAR RD,01 TO 03,2,110,Premium Apartment,2002,90,415000,1.75,1.75,0,0,0,2
2011-09,2011,BUKIT PANJANG,EXECUTIVE,473,SEGAR RD,473 SEGAR RD,13 TO 15,14,128,Premium Apartment,2003,91,508000,1.66,1.66,0,0,0,2
2011-09,2011,BUKIT PANJANG,4 ROOM,474,SEGAR RD,474 SEGAR RD,10 TO 12,11,91,Premium Apartment,2003,91,388000,1.7,1.7,0,0,0,2
2011-09,2011,BUKIT PANJANG,5 ROOM,477,SEGAR RD,477 SEGAR RD,13 TO 15,14,111,Premium Apartment,2003,91,460000,1.83,1.83,0,0,0,2
2011-09,2011,BUKIT PANJANG,4 ROOM,481,SEGAR RD,481 SEGAR RD,10 TO 12,11,92,Premium Apartment,2002,90,408000,1.75,1.75,0,0,0,2
2011-09,2011,BUKIT PANJANG,4 ROOM,482,SEGAR RD,482 SEGAR RD,10 TO 12,11,94,Premium Apartment,2002,90,410000,1.74,1.74,0,0,0,2
2011-09,2011,BUKIT PANJANG,5 ROOM,483,SEGAR RD,483 SEGAR RD,13 TO 15,14,111,Premium Apartment,2002,90,440000,1.7,1.7,0,0,0,2
2011-09,2011,BUKIT PANJANG,5 ROOM,603,SENJA RD,603 SENJA RD,01 TO 03,2,121,Improved,1999,87,492000,0.52,0.52,0,0,1,2
2011-09,2011,BUKIT PANJANG,5 ROOM,604,SENJA RD,604 SENJA RD,25 TO 27,26,121,Improved,1999,87,565000,0.46,0.46,0,0,1,2
2011-09,2011,BUKIT PANJANG,EXECUTIVE,607,SENJA RD,607 SENJA RD,13 TO 15,14,130,Apartment,2001,89,585000,0.62,0.62,0,0,1,2
2011-09,2011,BUKIT PANJANG,4 ROOM,612,SENJA RD,612 SENJA RD,16 TO 18,17,91,Model A,2002,90,435000,0.8,0.8,0,0,1,2
2011-09,2011,BUKIT PANJANG,4 ROOM,616,SENJA RD,616 SENJA RD,01 TO 03,2,85,Model A2,2002,90,374000,0.92,0.92,0,0,1,2
2011-09,2011,BUKIT PANJANG,5 ROOM,622,SENJA RD,622 SENJA RD,04 TO 06,5,110,Improved,2001,89,476000,1.01,1.01,0,0,0,2
2011-09,2011,BUKIT PANJANG,EXECUTIVE,654,SENJA RD,654 SENJA RD,10 TO 12,11,130,Premium Apartment,2001,89,655000,1.21,1.21,0,0,0,2
2011-09,2011,BUKIT PANJANG,4 ROOM,630,SENJA RD,630 SENJA RD,22 TO 24,23,90,Premium Apartment,2004,92,480000,1.14,1.14,0,0,0,2
2011-09,2011,BUKIT PANJANG,4 ROOM,630,SENJA RD,630 SENJA RD,25 TO 27,26,93,Premium Apartment,2004,92,475000,1.14,1.14,0,0,0,2
2011-09,2011,BUKIT PANJANG,5 ROOM,630,SENJA RD,630 SENJA RD,07 TO 09,8,110,Premium Apartment,2004,92,520000,1.14,1.14,0,0,0,2
2011-09,2011,BUKIT PANJANG,5 ROOM,631,SENJA RD,631 SENJA RD,22 TO 24,23,110,Premium Apartment,2004,92,533500,1.11,1.11,0,0,0,2
2011-09,2011,BUKIT PANJANG,4 ROOM,625,SENJA RD,625 SENJA RD,13 TO 15,14,90,Premium Apartment,2004,92,470000,1.01,1.01,0,0,0,2
2011-10,2011,BUKIT PANJANG,3 ROOM,249,BANGKIT RD,249 BANGKIT RD,04 TO 06,5,73,Model A,1989,77,323000,1.36,1.36,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,251,BANGKIT RD,251 BANGKIT RD,01 TO 03,2,103,Model A,1988,76,388000,1.32,1.32,0,0,0,2
2011-10,2011,BUKIT PANJANG,3 ROOM,252,BANGKIT RD,252 BANGKIT RD,07 TO 09,8,73,Model A,1989,77,324000,1.32,1.32,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,246,BANGKIT RD,246 BANGKIT RD,01 TO 03,2,122,Improved,1988,76,438000,1.28,1.28,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,253,BANGKIT RD,253 BANGKIT RD,01 TO 03,2,122,Improved,1988,76,415000,1.42,1.42,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,254,BANGKIT RD,254 BANGKIT RD,07 TO 09,8,146,Maisonette,1988,76,667500,1.29,1.29,0,0,0,2
2011-10,2011,BUKIT PANJANG,3 ROOM,250,BANGKIT RD,250 BANGKIT RD,07 TO 09,8,73,Model A,1988,76,305000,1.33,1.33,0,0,0,2
2011-10,2011,BUKIT PANJANG,3 ROOM,252,BANGKIT RD,252 BANGKIT RD,04 TO 06,5,73,Model A,1989,77,331000,1.32,1.32,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,435,BT PANJANG RING RD,435 BT PANJANG RING RD,01 TO 03,2,84,Simplified,1988,76,310000,1.34,1.34,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,239,BT PANJANG RING RD,239 BT PANJANG RING RD,04 TO 06,5,142,Apartment,1989,77,535000,1.03,1.03,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,239,BT PANJANG RING RD,239 BT PANJANG RING RD,07 TO 09,8,146,Maisonette,1989,77,560000,1.03,1.03,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,434,BT PANJANG RING RD,434 BT PANJANG RING RD,04 TO 06,5,104,Model A,1989,77,381000,1.31,1.31,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,259,BT PANJANG RING RD,259 BT PANJANG RING RD,04 TO 06,5,103,Model A,1989,77,373000,1.17,1.17,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,449,BT PANJANG RING RD,449 BT PANJANG RING RD,04 TO 06,5,101,Model A,1997,85,366000,1.36,1.36,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,450,BT PANJANG RING RD,450 BT PANJANG RING RD,07 TO 09,8,101,Model A,1997,85,407000,1.39,1.39,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,450,BT PANJANG RING RD,450 BT PANJANG RING RD,01 TO 03,2,120,Improved,1997,85,430000,1.39,1.39,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,535,BT PANJANG RING RD,535 BT PANJANG RING RD,10 TO 12,11,100,Model A,1999,87,421000,0.85,0.85,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,611,BT PANJANG RING RD,611 BT PANJANG RING RD,04 TO 06,5,90,Model A,2002,90,407000,0.78,0.78,0,0,1,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,130,CASHEW RD,130 CASHEW RD,04 TO 06,5,142,Apartment,1988,76,576000,1.02,1.02,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,418,FAJAR RD,418 FAJAR RD,04 TO 06,5,122,Improved,1989,77,420000,1.09,1.09,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,451,FAJAR RD,451 FAJAR RD,07 TO 09,8,142,Apartment,1997,85,505000,1.41,1.41,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,452,FAJAR RD,452 FAJAR RD,10 TO 12,11,121,Improved,1997,85,460000,1.44,1.44,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,103,GANGSA RD,103 GANGSA RD,01 TO 03,2,88,Simplified,1988,76,365000,0.7,0.7,0,0,1,2
2011-10,2011,BUKIT PANJANG,3 ROOM,108,GANGSA RD,108 GANGSA RD,07 TO 09,8,73,Model A,1986,74,335000,0.53,0.53,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,146,GANGSA RD,146 GANGSA RD,01 TO 03,2,104,Model A,1988,76,377000,0.43,0.43,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,173,GANGSA RD,173 GANGSA RD,01 TO 03,2,123,Improved,1997,85,479000,0.59,0.59,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,173,GANGSA RD,173 GANGSA RD,19 TO 21,20,123,Improved,1997,85,580000,0.59,0.59,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,153,GANGSA RD,153 GANGSA RD,04 TO 06,5,121,Improved,1998,86,533000,0.37,0.37,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,163,GANGSA RD,163 GANGSA RD,16 TO 18,17,102,Model A,1998,86,490000,0.23,0.23,0,0,1,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,503,JELAPANG RD,503 JELAPANG RD,04 TO 06,5,141,Apartment,1998,86,560000,0.95,0.95,1,0,1,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,503,JELAPANG RD,503 JELAPANG RD,10 TO 12,11,144,Maisonette,1998,86,610000,0.95,0.95,1,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,506,JELAPANG RD,506 JELAPANG RD,13 TO 15,14,101,Model A,1998,86,400000,1.28,1.28,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,506,JELAPANG RD,506 JELAPANG RD,04 TO 06,5,120,Improved,1998,86,429000,1.28,1.28,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,507,JELAPANG RD,507 JELAPANG RD,04 TO 06,5,123,Improved,1998,86,436000,1.23,1.23,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,507,JELAPANG RD,507 JELAPANG RD,04 TO 06,5,121,Improved,1998,86,455000,1.23,1.23,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,508,JELAPANG RD,508 JELAPANG RD,07 TO 09,8,94,Model A2,1998,86,370000,1.27,1.27,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,502,JELAPANG RD,502 JELAPANG RD,10 TO 12,11,125,Improved,1998,86,495000,0.92,0.92,1,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,516,JELAPANG RD,516 JELAPANG RD,04 TO 06,5,102,Model A,1998,86,395000,1.27,1.27,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,522,JELAPANG RD,522 JELAPANG RD,07 TO 09,8,102,Model A,1998,86,400000,1.13,1.13,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,524,JELAPANG RD,524 JELAPANG RD,04 TO 06,5,121,Improved,1998,86,460000,1.09,1.09,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,526,JELAPANG RD,526 JELAPANG RD,04 TO 06,5,121,Improved,1999,87,465000,0.99,0.99,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,540,JELAPANG RD,540 JELAPANG RD,01 TO 03,2,120,Improved,1999,87,470000,0.73,0.73,1,0,1,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,542,JELAPANG RD,542 JELAPANG RD,04 TO 06,5,140,Apartment,1999,87,645000,0.69,0.69,1,0,1,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,544,JELAPANG RD,544 JELAPANG RD,16 TO 18,17,142,Maisonette,1999,87,647000,0.59,0.59,0,0,1,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,544,JELAPANG RD,544 JELAPANG RD,04 TO 06,5,142,Maisonette,1999,87,606000,0.59,0.59,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,183,JELEBU RD,183 JELEBU RD,07 TO 09,8,91,Premium Apartment,2003,91,480000,0.35,0.35,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,185,JELEBU RD,185 JELEBU RD,01 TO 03,2,91,Premium Apartment,2003,91,468180,0.27,0.27,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,178,LOMPANG RD,178 LOMPANG RD,10 TO 12,11,110,Improved,2001,89,573000,0.45,0.45,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,178,LOMPANG RD,178 LOMPANG RD,19 TO 21,20,90,Model A,2001,89,495000,0.45,0.45,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,178,LOMPANG RD,178 LOMPANG RD,19 TO 21,20,110,Improved,2001,89,612500,0.45,0.45,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,179,LOMPANG RD,179 LOMPANG RD,10 TO 12,11,110,Improved,2001,89,570000,0.44,0.44,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,230,PENDING RD,230 PENDING RD,07 TO 09,8,103,Model A,1988,76,408000,1.07,1.07,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,217,PETIR RD,217 PETIR RD,04 TO 06,5,84,Simplified,1987,75,356000,1.28,1.28,0,0,0,2
2011-10,2011,BUKIT PANJANG,3 ROOM,220,PETIR RD,220 PETIR RD,01 TO 03,2,73,Model A,1989,77,317000,1.18,1.18,0,0,0,2
2011-10,2011,BUKIT PANJANG,3 ROOM,137,PETIR RD,137 PETIR RD,04 TO 06,5,73,Model A,1989,77,325000,0.79,0.79,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,202,PETIR RD,202 PETIR RD,04 TO 06,5,104,Model A,1988,76,392000,1.47,1.47,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,468,SEGAR RD,468 SEGAR RD,04 TO 06,5,110,Premium Apartment,2002,90,420000,1.69,1.69,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,469,SEGAR RD,469 SEGAR RD,04 TO 06,5,90,Premium Apartment,2002,90,395000,1.71,1.71,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,473,SEGAR RD,473 SEGAR RD,04 TO 06,5,110,Premium Apartment,2003,91,425000,1.66,1.66,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,474,SEGAR RD,474 SEGAR RD,13 TO 15,14,111,Premium Apartment,2003,91,450000,1.7,1.7,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,476,SEGAR RD,476 SEGAR RD,04 TO 06,5,91,Premium Apartment,2002,90,388888,1.78,1.78,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,476,SEGAR RD,476 SEGAR RD,13 TO 15,14,110,Premium Apartment,2002,90,452000,1.78,1.78,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,479,SEGAR RD,479 SEGAR RD,13 TO 15,14,110,Premium Apartment,2002,90,488000,1.82,1.82,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,479,SEGAR RD,479 SEGAR RD,04 TO 06,5,125,Premium Apartment,2002,90,488000,1.82,1.82,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,479,SEGAR RD,479 SEGAR RD,04 TO 06,5,92,Premium Apartment,2002,90,374000,1.82,1.82,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,481,SEGAR RD,481 SEGAR RD,07 TO 09,8,92,Premium Apartment,2002,90,383000,1.75,1.75,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,484,SEGAR RD,484 SEGAR RD,07 TO 09,8,91,Premium Apartment,2002,90,381500,1.66,1.66,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,651,SENJA LINK,651 SENJA LINK,13 TO 15,14,130,Premium Apartment,2001,89,608000,1.09,1.09,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,651,SENJA LINK,651 SENJA LINK,10 TO 12,11,130,Premium Apartment,2001,89,645000,1.09,1.09,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,601,SENJA RD,601 SENJA RD,10 TO 12,11,91,Model A2,1999,87,423000,0.56,0.56,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,604,SENJA RD,604 SENJA RD,19 TO 21,20,121,Improved,1999,87,585000,0.46,0.46,0,0,1,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,607,SENJA RD,607 SENJA RD,13 TO 15,14,130,Apartment,2001,89,600000,0.62,0.62,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,614,SENJA RD,614 SENJA RD,10 TO 12,11,110,Improved,2002,90,490500,0.86,0.86,0,0,1,2
2011-10,2011,BUKIT PANJANG,4 ROOM,618,SENJA RD,618 SENJA RD,16 TO 18,17,85,Model A2,2002,90,390000,0.96,0.96,0,0,1,2
2011-10,2011,BUKIT PANJANG,5 ROOM,621,SENJA RD,621 SENJA RD,16 TO 18,17,111,Improved,2001,89,482000,1.02,1.02,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,621,SENJA RD,621 SENJA RD,01 TO 03,2,91,Model A,2001,89,360000,1.02,1.02,0,0,0,2
2011-10,2011,BUKIT PANJANG,5 ROOM,624,SENJA RD,624 SENJA RD,10 TO 12,11,110,Improved,2001,89,480000,1.04,1.04,0,0,0,2
2011-10,2011,BUKIT PANJANG,EXECUTIVE,656,SENJA RD,656 SENJA RD,10 TO 12,11,130,Premium Apartment,2001,89,615000,1.22,1.22,0,0,0,2
2011-10,2011,BUKIT PANJANG,4 ROOM,626,SENJA RD,626 SENJA RD,22 TO 24,23,93,Premium Apartment,2005,93,477000,1,1,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,248,BANGKIT RD,248 BANGKIT RD,04 TO 06,5,104,Model A,1988,76,380000,1.41,1.41,0,0,0,2
2011-11,2011,BUKIT PANJANG,EXECUTIVE,253,BANGKIT RD,253 BANGKIT RD,01 TO 03,2,146,Maisonette,1988,76,560000,1.42,1.42,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,257,BANGKIT RD,257 BANGKIT RD,10 TO 12,11,103,Model A,1989,77,400000,1.19,1.19,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,435,BT PANJANG RING RD,435 BT PANJANG RING RD,07 TO 09,8,104,Model A,1988,76,298000,1.34,1.34,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,237,BT PANJANG RING RD,237 BT PANJANG RING RD,04 TO 06,5,86,Simplified,1988,76,348000,0.94,0.94,0,0,1,2
2011-11,2011,BUKIT PANJANG,5 ROOM,447,BT PANJANG RING RD,447 BT PANJANG RING RD,07 TO 09,8,120,Improved,1997,85,450000,1.24,1.24,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,535,BT PANJANG RING RD,535 BT PANJANG RING RD,01 TO 03,2,100,Model A,1999,87,380000,0.85,0.85,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,611,BT PANJANG RING RD,611 BT PANJANG RING RD,10 TO 12,11,90,Model A,2002,90,405000,0.78,0.78,0,0,1,2
2011-11,2011,BUKIT PANJANG,EXECUTIVE,133,CASHEW RD,133 CASHEW RD,10 TO 12,11,155,Maisonette,1988,76,608000,0.88,0.88,0,0,1,2
2011-11,2011,BUKIT PANJANG,EXECUTIVE,135,CASHEW RD,135 CASHEW RD,04 TO 06,5,155,Maisonette,1988,76,600000,0.78,0.78,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,419,FAJAR RD,419 FAJAR RD,04 TO 06,5,103,Model A,1989,77,375000,1.14,1.14,0,0,0,2
2011-11,2011,BUKIT PANJANG,5 ROOM,424,FAJAR RD,424 FAJAR RD,04 TO 06,5,121,Improved,1989,77,430000,1.24,1.24,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,403,FAJAR RD,403 FAJAR RD,01 TO 03,2,84,Simplified,1988,76,331000,0.78,0.78,0,0,1,2
2011-11,2011,BUKIT PANJANG,5 ROOM,436,FAJAR RD,436 FAJAR RD,04 TO 06,5,121,Improved,1989,77,413800,1.04,1.04,0,0,0,2
2011-11,2011,BUKIT PANJANG,EXECUTIVE,451,FAJAR RD,451 FAJAR RD,04 TO 06,5,142,Apartment,1997,85,525000,1.41,1.41,0,0,0,2
2011-11,2011,BUKIT PANJANG,EXECUTIVE,452,FAJAR RD,452 FAJAR RD,10 TO 12,11,142,Apartment,1997,85,550000,1.44,1.44,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,170,GANGSA RD,170 GANGSA RD,10 TO 12,11,101,Model A,1997,85,483888,0.45,0.45,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,163,GANGSA RD,163 GANGSA RD,19 TO 21,20,102,Model A,1998,86,510000,0.23,0.23,0,0,1,2
2011-11,2011,BUKIT PANJANG,5 ROOM,166,GANGSA RD,166 GANGSA RD,04 TO 06,5,122,Improved,1998,86,507888,0.32,0.32,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,504,JELAPANG RD,504 JELAPANG RD,04 TO 06,5,103,Model A,1998,86,396000,0.99,0.99,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,507,JELAPANG RD,507 JELAPANG RD,13 TO 15,14,101,Model A,1998,86,409000,1.23,1.23,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,509,JELAPANG RD,509 JELAPANG RD,16 TO 18,17,90,Model A2,1998,86,370000,1.3,1.3,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,510,JELAPANG RD,510 JELAPANG RD,04 TO 06,5,92,Model A2,1998,86,385000,1.4,1.4,0,0,0,2
2011-11,2011,BUKIT PANJANG,5 ROOM,524,JELAPANG RD,524 JELAPANG RD,04 TO 06,5,121,Improved,1998,86,480000,1.09,1.09,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,515,JELAPANG RD,515 JELAPANG RD,07 TO 09,8,103,Model A,1998,86,413000,1.36,1.36,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,515,JELAPANG RD,515 JELAPANG RD,01 TO 03,2,103,Model A,1998,86,410000,1.36,1.36,0,0,0,2
2011-11,2011,BUKIT PANJANG,5 ROOM,519,JELAPANG RD,519 JELAPANG RD,10 TO 12,11,123,Improved,1998,86,482888,1.3,1.3,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,534,JELAPANG RD,534 JELAPANG RD,07 TO 09,8,100,Model A,1999,87,413000,0.87,0.87,1,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,182,JELEBU RD,182 JELEBU RD,01 TO 03,2,94,Premium Apartment,2003,91,445000,0.35,0.35,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,176,LOMPANG RD,176 LOMPANG RD,13 TO 15,14,101,Model A,1997,85,515000,0.46,0.46,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,177,LOMPANG RD,177 LOMPANG RD,13 TO 15,14,90,Model A,2001,89,458000,0.52,0.52,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,118,PENDING RD,118 PENDING RD,01 TO 03,2,107,Model A,1988,76,380000,0.67,0.67,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,128,PENDING RD,128 PENDING RD,04 TO 06,5,103,Model A,1988,76,390000,0.79,0.79,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,225,PENDING RD,225 PENDING RD,04 TO 06,5,84,Simplified,1987,75,345000,1.13,1.13,0,0,0,2
2011-11,2011,BUKIT PANJANG,3 ROOM,232,PENDING RD,232 PENDING RD,07 TO 09,8,73,Model A,1987,75,328000,1.1,1.1,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,217,PETIR RD,217 PETIR RD,07 TO 09,8,84,Simplified,1987,75,345000,1.28,1.28,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,218,PETIR RD,218 PETIR RD,04 TO 06,5,104,Model A,1987,75,255000,1.27,1.27,0,0,0,2
2011-11,2011,BUKIT PANJANG,4 ROOM,208,PETIR RD,208 PETIR RD,07 TO 09,8,104,Model A,1988,76,388000,1.42,1.42,0,0,0,2
2011-11,2011,BUKIT PANJANG,3 ROOM,206,PETIR RD,206 PETIR RD,07 TO 09,8,73,Model A,1989,77,323000,1.33,1.33,0,0,0,2
2011-11,2011,BUKIT PANJANG,3 ROOM,142,PETIR RD,142 PETIR RD,01 TO 03,2,73,Model A,1988,76,327000,0.58,0.58,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,142,PETIR RD,142 PETIR RD,07 TO 09,8,103,Model A,1988,76,410000,0.58,0.58,0,0,1,2
2011-11,2011,BUKIT PANJANG,4 ROOM,149,PETIR RD,149 PETIR RD,07 TO 09,8,103,Model A,1988,76,425000,0.48,0.48,0,0,1,2
